,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,BuildAge,RemodAge,GarageAge,SalePrice
1030,1031,190,RH,0.0,7082,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,Mn,1,0,1,0,686,686,GasA,4,1,SBrkr,948,980,0,1928,0,0,2,0,5,2,3,10,Typ,0,0,None,None,0,0,0,0,N,0,0,228,0,0,0,0,None,None,0,7,2006,WD,Normal,90,11,0,160000
1031,1032,75,RL,102.0,15863,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,3,3,No,6,523,1,0,301,824,GasA,5,1,SBrkr,1687,998,397,3082,1,0,2,1,5,1,3,12,Typ,2,3,Basment,Fin,2,672,3,3,Y,136,63,0,0,0,0,0,None,None,0,8,2009,WD,Normal,89,39,39,197000
1032,1033,60,RL,0.0,14541,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,PConc,4,4,No,6,1012,1,0,326,1338,GasA,5,1,SBrkr,1352,1168,0,2520,1,0,2,1,5,1,4,10,Typ,1,3,Attchd,RFn,3,796,3,3,Y,209,55,0,0,0,0,0,None,None,0,11,2006,WD,Abnorml,13,13,13,310000
1033,1034,20,RL,0.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,295.0,4,3,PConc,4,3,No,6,986,1,0,668,1654,GasA,5,1,SBrkr,1654,0,0,1654,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,Unf,3,900,3,3,Y,0,136,0,0,0,0,0,None,None,0,2,2006,WD,Normal,4,4,4,230000
1034,1035,30,RL,50.0,6305,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,2,No,1,0,1,0,920,920,GasA,5,1,SBrkr,954,0,0,954,0,0,1,0,2,1,2,5,Typ,1,4,Basment,Unf,1,240,2,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,6,2007,WD,Normal,69,57,69,119750
1035,1036,20,RL,0.0,11500,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,Slab,0,0,None,0,0,0,0,0,0,GasA,5,0,SBrkr,845,0,0,845,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,1,290,3,3,N,186,0,0,0,0,0,0,None,None,0,1,2009,WD,Normal,52,52,52,84000
1036,1037,20,RL,89.0,12898,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,4,3,PConc,5,3,Gd,6,1022,1,0,598,1620,GasA,5,1,SBrkr,1620,0,0,1620,1,0,2,0,2,1,5,6,Typ,1,5,Attchd,Fin,3,912,3,3,Y,228,0,0,0,0,0,0,None,None,0,9,2009,WD,Normal,2,1,1,315500
1037,1038,60,RL,0.0,9240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,4,3,PConc,4,3,No,1,0,1,0,1055,1055,GasA,5,1,SBrkr,1055,1208,0,2263,0,0,2,1,3,1,4,7,Typ,1,3,BuiltIn,Fin,2,905,3,3,Y,0,45,0,0,189,0,0,None,None,0,9,2008,WD,Normal,7,6,7,287000
1038,1039,160,RM,21.0,1533,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,No,1,0,1,0,546,546,GasA,3,1,SBrkr,798,546,0,1344,0,0,1,1,3,1,3,6,Typ,1,3,None,None,0,0,0,0,Y,0,0,0,0,0,0,0,None,None,0,5,2009,WD,Normal,39,1,0,97000
1039,1040,180,RM,21.0,1477,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,Av,6,509,1,0,121,630,GasA,3,1,SBrkr,630,0,0,630,1,0,1,0,1,1,3,3,Typ,0,0,Attchd,Unf,1,286,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2009,WD,Normal,39,39,39,80000
1040,1041,20,RL,88.0,13125,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,3,3,CBlock,3,3,No,3,168,4,682,284,1134,GasA,5,1,SBrkr,1803,0,0,1803,1,0,2,0,3,1,3,8,Maj1,1,3,Attchd,RFn,2,484,3,3,Y,0,0,0,0,0,0,0,GdPrv,None,0,1,2006,WD,Normal,49,6,49,155000
1041,1042,60,RL,0.0,9130,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3,3,No,6,400,3,64,336,800,GasA,4,1,SBrkr,800,832,0,1632,0,1,1,1,4,1,4,7,Typ,0,0,Attchd,Unf,2,484,3,3,Y,0,40,0,0,0,0,0,None,None,0,7,2008,WD,Normal,42,8,42,173000
1042,1043,120,RL,34.0,5381,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,4,3,PConc,4,3,Av,5,900,1,0,406,1306,GasA,5,1,SBrkr,1306,0,0,1306,1,0,2,0,1,1,4,5,Typ,1,4,Attchd,RFn,2,624,3,3,Y,170,63,0,0,0,0,0,None,None,0,8,2009,WD,Normal,4,4,4,196000
1043,1044,60,RL,86.0,11839,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,PConc,4,3,No,6,1085,1,0,390,1475,GasA,5,1,SBrkr,1532,797,0,2329,1,0,2,1,4,1,4,10,Typ,1,5,Attchd,Unf,2,514,3,3,Y,192,121,0,0,0,0,0,None,None,0,5,2008,WD,Normal,18,18,18,262280
1044,1045,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,Hip,WdShngl,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,No,5,1104,1,0,1420,2524,GasA,3,1,SBrkr,2524,0,0,2524,1,0,2,1,4,1,4,9,Typ,1,4,Attchd,Fin,2,542,3,3,Y,474,120,0,0,0,0,0,MnPrv,None,0,7,2009,WD,Normal,28,28,28,278000
1045,1046,20,RL,0.0,13680,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,None,0,0,0,0,0,0,GasA,5,1,FuseA,1733,0,0,1733,0,0,2,0,4,1,3,8,Min2,1,4,Attchd,Unf,2,452,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,54,54,54,139600
1046,1047,60,RL,85.0,16056,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,4,3,PConc,5,3,Av,6,240,1,0,1752,1992,GasA,5,1,SBrkr,1992,876,0,2868,0,0,3,1,4,1,5,11,Typ,1,4,BuiltIn,Fin,3,716,3,3,Y,214,108,0,0,0,0,0,None,None,0,7,2006,New,Partial,1,0,1,556581
1047,1048,20,RL,57.0,9245,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,6,686,1,0,304,990,GasA,5,1,SBrkr,990,0,0,990,0,1,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,2,672,3,3,Y,0,0,0,0,0,0,0,None,None,0,2,2008,WD,Normal,14,13,12,145000
1048,1049,20,RL,100.0,21750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,3,2,Slab,0,0,None,0,0,0,0,0,0,GasA,3,1,SBrkr,1771,0,0,1771,0,0,1,0,3,1,3,9,Min1,1,3,Attchd,Unf,2,336,3,3,Y,0,0,0,0,0,0,0,GdPrv,None,0,11,2009,WD,Normal,49,3,49,115000
1049,1050,20,RL,60.0,11100,Pave,None,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,0,0,None,0,0,0,0,0,0,GasA,5,1,SBrkr,930,0,0,930,0,0,1,0,2,1,4,6,Typ,0,0,Detchd,Unf,1,308,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Abnorml,64,4,64,84900
1050,1051,20,RL,73.0,8993,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,1,0,1,0,1302,1302,GasA,5,1,SBrkr,1302,0,0,1302,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,Fin,2,436,3,3,Y,0,22,0,0,0,0,0,None,None,0,8,2007,New,Partial,0,0,0,176485
1051,1052,20,RL,103.0,11175,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,1,0,1,0,1316,1316,GasA,5,1,SBrkr,1316,0,0,1316,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,Fin,2,440,3,3,Y,0,20,0,0,0,0,0,None,None,0,10,2007,New,Partial,0,0,0,200141
1052,1053,60,RL,100.0,9500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,3,3,CBlock,3,3,No,3,442,1,0,374,816,GasA,3,1,SBrkr,1127,850,0,1977,0,1,1,1,4,1,3,9,Typ,1,3,Attchd,RFn,2,540,3,3,Y,0,52,0,0,0,0,0,GdPrv,None,0,6,2007,WD,Normal,43,29,43,165000
1053,1054,20,RL,68.0,8562,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,3,3,CBlock,3,3,Av,3,383,1,0,833,1216,GasA,5,1,FuseA,1526,0,0,1526,0,0,1,0,4,1,3,7,Min2,1,4,Basment,Unf,1,364,3,3,Y,116,78,0,0,0,0,0,None,None,0,5,2010,WD,Normal,53,8,53,144500
1054,1055,60,RL,90.0,11367,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,Mn,6,932,1,0,133,1065,GasA,5,1,SBrkr,1091,898,0,1989,1,0,2,1,3,1,4,7,Typ,1,4,Attchd,Fin,2,586,3,3,Y,199,60,0,0,0,0,0,None,None,0,11,2006,WD,Normal,4,4,4,255000
1055,1056,20,RL,104.0,11361,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,3,3,CBlock,4,3,No,5,644,1,0,549,1193,GasA,3,1,SBrkr,1523,0,0,1523,0,1,2,0,3,1,3,7,Typ,1,3,Attchd,Fin,2,478,3,3,Y,0,0,0,0,189,0,0,MnPrv,None,0,5,2008,COD,Abnorml,32,32,32,180000
1056,1057,120,RL,43.0,7052,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,4,3,PConc,4,3,Av,6,659,1,0,705,1364,GasA,5,1,SBrkr,1364,0,0,1364,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,RFn,2,484,3,3,Y,192,36,0,0,0,0,0,None,None,0,6,2006,WD,Normal,1,1,1,185850
1057,1058,60,RL,0.0,29959,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,No,6,595,1,0,378,973,GasA,5,1,SBrkr,979,871,0,1850,0,0,2,1,3,1,4,7,Typ,1,4,BuiltIn,Fin,2,467,3,3,Y,168,98,0,0,0,0,0,None,None,0,1,2009,WD,Normal,15,15,15,248000
1058,1059,60,RL,96.0,11308,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,5,3,PConc,5,3,Av,6,936,1,0,168,1104,GasA,5,1,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,5,10,Typ,1,4,Attchd,Fin,3,836,3,3,Y,0,102,0,0,0,0,0,None,None,0,7,2009,WD,Normal,1,1,1,335000
1059,1060,50,RL,0.0,11275,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,3,3,CBlock,3,3,Mn,3,297,2,557,0,854,GasA,3,1,SBrkr,1096,895,0,1991,0,0,1,1,3,1,3,7,Typ,1,4,Detchd,Unf,2,432,3,2,Y,0,0,19,0,0,0,0,None,None,0,3,2007,WD,Normal,75,57,30,220000
1060,1061,120,RL,41.0,4920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,Mn,6,616,1,0,722,1338,GasA,5,1,SBrkr,1338,0,0,1338,1,0,2,0,2,1,4,6,Typ,0,0,Attchd,Fin,2,582,3,3,Y,0,0,170,0,0,0,0,None,None,0,4,2010,WD,Normal,9,9,9,213500
1061,1062,30,C (all),120.0,18000,Grvl,None,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,No,1,0,1,0,894,894,GasA,3,1,SBrkr,894,0,0,894,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,RFn,3,1248,3,3,Y,0,20,0,0,0,0,0,None,Shed,560,8,2008,ConLD,Normal,73,58,14,81000
1062,1063,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,1,0,1,0,662,662,GasA,3,0,SBrkr,1422,915,0,2337,0,0,2,0,5,2,3,10,Min2,0,0,Detchd,Unf,2,560,3,3,Y,0,57,0,0,0,0,0,None,None,0,9,2007,WD,Normal,107,57,62,90000
1063,1064,30,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,No,4,397,1,0,706,1103,GasA,4,1,SBrkr,1103,0,0,1103,0,0,1,0,2,1,4,5,Typ,1,4,Detchd,Unf,2,440,3,3,Y,166,120,0,0,0,0,0,MnPrv,None,0,7,2006,WD,Normal,81,26,30,110500
1064,1065,20,RL,0.0,11000,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,3,3,CBlock,3,3,Mn,4,740,3,230,184,1154,GasA,5,1,SBrkr,1154,0,0,1154,0,0,1,1,3,1,3,6,Typ,1,1,Attchd,RFn,2,480,3,3,Y,0,58,0,0,0,0,0,MnPrv,None,0,11,2009,WD,Normal,43,43,43,154000
1065,1066,60,RL,80.0,14000,Pave,None,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,5,3,Gd,6,1201,1,0,105,1306,GasA,5,1,SBrkr,1306,954,0,2260,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,533,3,3,Y,296,44,0,0,0,0,0,None,None,0,4,2010,WD,Normal,14,13,14,328000
1066,1067,60,RL,59.0,7837,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0,1,0,799,799,GasA,4,1,SBrkr,799,772,0,1571,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,RFn,2,380,3,3,Y,0,40,0,0,0,0,0,None,None,0,5,2009,WD,Normal,16,15,16,178000
1067,1068,60,RL,80.0,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,3,3,CBlock,3,3,Gd,6,674,2,106,0,780,GasA,3,1,SBrkr,798,813,0,1611,1,0,1,1,4,1,3,7,Typ,0,0,Attchd,RFn,2,442,3,3,Y,328,128,0,0,189,0,0,None,None,0,6,2008,WD,Normal,44,44,44,167900
1068,1069,160,RM,42.0,3964,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,No,5,837,1,0,105,942,GasA,4,1,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,3,10,Maj1,1,4,Attchd,Fin,2,576,3,3,Y,728,20,0,0,0,0,0,GdPrv,None,0,6,2006,WD,Normal,33,33,33,151400
1069,1070,45,RL,60.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,5,220,1,0,625,845,GasA,3,1,SBrkr,893,0,0,893,0,1,1,0,2,1,4,4,Typ,0,0,Detchd,Unf,2,576,3,3,Y,0,0,0,0,0,0,0,None,None,0,5,2007,WD,Normal,58,4,22,135000
1070,1071,20,RL,72.0,10152,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,3,3,CBlock,3,3,No,4,586,1,0,462,1048,GasA,3,1,SBrkr,1048,0,0,1048,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,286,3,3,Y,0,20,0,0,192,0,0,None,None,0,6,2007,WD,Normal,51,51,51,135000
1071,1072,60,RL,78.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,3,298,1,0,429,727,GasA,5,1,SBrkr,829,727,0,1556,0,0,1,1,4,1,3,8,Typ,0,0,Attchd,Unf,2,441,3,3,Y,0,0,0,0,0,0,0,None,None,0,5,2009,WD,Normal,41,41,41,154000
1072,1073,50,RL,50.0,7585,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,2,Mn,1,0,1,0,810,810,GasA,2,1,FuseA,1002,454,0,1456,1,1,1,0,4,1,3,7,Typ,1,3,Detchd,Unf,1,280,3,3,P,0,0,0,0,0,0,0,None,None,0,8,2006,WD,Normal,58,56,52,91500
1073,1074,60,RL,75.0,7950,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,3,3,CBlock,3,3,No,4,535,1,0,155,690,GasA,3,1,SBrkr,698,728,0,1426,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,Fin,2,440,3,3,Y,252,0,0,0,0,0,0,MnPrv,None,0,7,2009,WD,Normal,32,32,32,159500
1074,1075,20,RL,74.0,8556,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,1,0,1,0,1240,1240,GasA,5,1,SBrkr,1240,0,0,1240,0,0,2,0,2,1,4,5,Typ,0,0,Attchd,RFn,3,826,3,3,Y,140,93,0,0,0,0,0,None,None,0,5,2007,WD,Normal,1,1,1,194000
1075,1076,70,RL,75.0,13125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,4,410,1,0,390,800,GasA,3,1,SBrkr,960,780,0,1740,0,0,1,1,3,1,3,6,Typ,2,4,Attchd,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,None,None,0,7,2007,CWD,Normal,67,23,67,219500
1076,1077,50,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,No,5,626,1,0,170,796,GasA,4,1,SBrkr,1096,370,0,1466,0,1,2,0,3,1,4,7,Min1,1,3,Attchd,Unf,2,566,3,3,Y,436,21,0,0,0,0,0,None,Shed,500,4,2006,WD,Normal,70,17,56,170000
1077,1078,20,RL,0.0,15870,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,Plywood,None,0.0,3,3,CBlock,3,3,Mn,4,75,3,791,230,1096,GasA,5,1,SBrkr,1096,0,0,1096,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,Fin,1,299,3,3,Y,240,32,0,0,0,0,0,None,None,0,3,2006,WD,Abnorml,37,37,37,138800
1078,1079,120,RM,37.0,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,Mn,6,662,1,0,186,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,1,4,Attchd,RFn,2,420,3,3,Y,140,0,0,0,0,0,0,None,None,0,5,2006,WD,Normal,2,2,2,155900
1079,1080,20,RL,65.0,8775,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,6,495,1,0,495,990,GasA,4,1,SBrkr,990,0,0,990,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,Unf,1,299,3,3,Y,0,64,0,0,0,0,0,None,None,0,4,2007,WD,Normal,13,13,11,126000
1080,1081,20,RL,80.0,11040,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,4,4,CBlock,3,3,No,5,656,1,0,602,1258,GasA,5,1,SBrkr,1258,0,0,1258,0,1,2,0,3,1,4,5,Typ,0,0,Attchd,RFn,2,528,3,3,Y,55,0,0,216,0,0,0,None,None,0,10,2008,COD,Abnorml,37,4,37,145000
1081,1082,20,RL,75.0,7500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,5,824,1,0,216,1040,GasA,2,1,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,5,Typ,0,0,Attchd,Fin,1,308,3,3,Y,0,0,220,0,0,0,0,MnPrv,None,0,6,2010,WD,Normal,47,47,47,133000
1082,1083,20,RL,70.0,8749,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,4,3,PConc,4,3,No,1,0,1,0,1459,1459,GasA,5,1,SBrkr,1459,0,0,1459,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,RFn,2,527,3,3,Y,192,39,0,0,0,0,0,None,None,0,9,2007,WD,Normal,5,5,5,192000
1083,1084,20,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3,3,No,4,553,1,0,698,1251,GasA,3,1,SBrkr,1251,0,0,1251,1,0,1,0,3,1,3,6,Typ,2,4,Attchd,RFn,1,461,3,3,Y,0,116,0,0,0,0,0,MnPrv,Shed,700,3,2006,WD,Normal,42,42,42,160000
1084,1085,60,RL,0.0,13031,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,No,5,592,1,0,99,691,GasA,4,1,SBrkr,691,807,0,1498,0,0,2,1,3,1,3,6,Typ,1,3,Attchd,Fin,2,409,3,3,Y,315,44,0,0,0,0,0,None,None,0,7,2006,WD,Normal,11,10,11,187500
